"Type","Category","Message"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0199 or click http://fixmydevice-tech.com to secure it immediately!"
"fraud","Fake Delivery Scam","FedEx: Urgent! Your package delivery failed due to unpaid fees. Pay $3.50 now to avoid return: http://fedex-securepay.org or call 1-800-555-0123. Hurry!"
"fraud","Impersonation","Hi, it’s John from HR. Urgent: Verify your payroll details to avoid payment delay. Click now: http://secure.payroll-check.org or call 1-800-555-0123."
"fraud","Impersonation","Hi, it’s your boss, Mark. Urgent: Please transfer $1000 for a client deal now. Click to confirm: http://secure.payment-clientdeal.com. Don’t delay!"
"normal","Service Inquiry","Hey, do you provide home delivery for orders? I’d like to place one if possible. Thanks!"
"normal","Travel","Hey, just booked our tickets to Bali for next week. Super excited! Let me know if you need help with anything."
"fraud","Subscription Scam","Urgent! Your Hulu subscription is expiring today. Avoid cancellation, renew now for $8.99 at http://hulu-renewal-secure.com or call 1-800-555-0123. Hurry!"
"fraud","Phishing","Urgent: Suspicious activity on your HDFC account. Secure it now at http://verify.hdfc-safe.com or call 1800-123-4567. Act fast to avoid loss!"
"normal","Family","Hey fam, I’ll be home for dinner around 6. Save me a plate! Love ya!"
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? Found a cool trail nearby!"
"normal","Service Inquiry","Hi, could you let me know if you provide home delivery for your products? Thanks!"
"normal","Recreation","Hey, wanna join me for a quick bike ride this evening? There’s a cool trail nearby!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of malware. Click http://techsafe-support247.com to secure it now or call 1-800-555-0123 before it's too late!"
"fraud","Emotional Manipulation","Hi Mom, I’m in trouble! I had an accident and need $800 for medical bills urgently. Please send it via http://quickpay.emergency-help.org. Hurry!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Low EMI! Click now to approve: http://fast.loansecure-approve.in or call 9876543210. Hurry, offer ends soon!"
"normal","Education","Hey, reminder that the group project is due on Friday. Let’s meet up tomorrow to finalize it!"
"fraud","Phishing","Alert: Unusual activity on your HDFC account. Secure it now at http://hdfc-securelogin.com or call 1800-123-4567. Act fast to avoid suspension!"
"normal","Delivery Update","Hey, your order is out for delivery! Expect it to arrive by end of day. Thanks for choosing us!"
"fraud","Fake Delivery Scam","Urgent: Your package delivery failed due to an address error. Update now at http://delivery.india-expressfix.com or call 9876543210 to avoid return!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our Grand Lottery! Claim now before it's gone: http://win.lottery-prize.org or call 9876543210. Hurry!"
"fraud","Financial Fraud","Urgent! Your account shows a suspicious $750 charge. Verify now to secure it: http://secure.bank-alerts.net or call 1-800-555-0123 immediately!"
"fraud","Fake Delivery Scam","Urgent! Your package delivery failed due to address error. Update now at http://verify.postal-track.org or call 1-800-555-0123 to avoid return!"
"normal","Entertainment","Hey, have u seen the trailer for the new action movie? Looks epic! Let’s watch it this weekend if ur free."
"normal","Delivery Update","Hey, your package from us is out for delivery. Expect it by end of day! Thanks for choosing us."
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery draw! Claim now before it expires: http://claim.lottery-rewards.org or call 1800-555-1234. Hurry!"
"normal","Work Update","Hey, just a heads-up, the team meeting is at 11 AM tomorrow. See you there!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our Mega Lottery! Claim urgently at http://win.lottery-prize.org or call 9876543210 now! Hurry, offer expires soon!"
"fraud","Emotional Manipulation","Hi Mom, it’s me. I’m in trouble and need $800 urgently for an emergency. Please send it now via http://quickhelp.family-aid.net. Hurry, I’m scared!"
"fraud","Investment Scams","Urgent! Double your investment in 3 days with our exclusive crypto plan. Call 987-654-3210 or visit http://fastwealth-crypto.net now! Don't miss out!"
"normal","Family","Hey fam, let’s catch up this weekend for a movie night! Miss you all."
"fraud","Emotional Manipulation","Hi, it's your nephew. I'm in a crisis and need Rs. 10,000 for emergency surgery. Please send it now via http://helpfamily.instantpay.org. Urgent!"
"fraud","Fake Delivery Scam","Urgent! Your package delivery failed due to an address error. Update now to avoid return: http://fix.delivery-track247.com or call 1800-555-0123!"
"normal","Social","Hey, saw your latest pic on Insta, looks amazing! Let’s grab a quick coffee soon. Free this week?"
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? Got a cool route in mind!"
"normal","Education","Hey, don’t forget the project deadline is this Friday. Let’s meet up to finalize everything!"
"normal","Sports","Hey, did u catch the match last night? Epic comeback! Let’s talk about it over coffee."
"fraud","Job Offer Scam","URGENT! Dream job awaits! Earn $800/day from home. No skills needed. Call 1-800-555-1234 or apply at http://quickhire.jobsfast.org now! Hurry!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery draw! Claim now before it expires: http://win.lottery-rewards.org or call 9876543210. Hurry!"
"fraud","Impersonation","Hi, it’s your boss, Mark. Urgent: I need $300 in gift cards for a client now. Send codes ASAP or we lose the deal. Verify at http://secure.office-tasks.com"
"normal","Travel","Hey, just booked our tickets to Bali for next week! Super excited. Let me know if u wanna add anything to the plan."
"fraud","Fake Delivery Scam","USPS Alert: Your package delivery failed due to address error. Update now to avoid return: http://usps-securefix.com/update or call 1-800-555-0123 ASAP!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0192 or visit http://techsafe-repair.com to secure it immediately!"
"normal","Service Inquiry","Hey, just wondering if you provide home delivery for orders. Can you confirm? Thanks!"
"fraud","Fake Delivery Scam","Urgent! Your package is held due to an unpaid fee. Pay $1.99 now to avoid return: http://delivery.postal-check.org/pay or call 1-800-555-0123. Hurry!"
"fraud","Identity Theft","Urgent! Your identity is at risk. Verify your details now at http://secure.id-protect247.com or call 1800-555-0123. Act fast to avoid account suspension!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs instantly. Limited offer! Click now: http://fastloan.sbi-secure.in or call 9876543210. Don’t miss out!"
"normal","Social","Hey, saw your story on Insta, looks fun! Wanna grab lunch tomorrow?"
"fraud","Impersonation","Hi, it’s John from HR. Urgent: Verify your payroll details to avoid payment delay at http://secure.payroll-check.org or call 1-800-555-0123 now!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.indbank-check.com or call 1800-555-1234 immediately!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it's gone: http://win.lottery-rewards.org or call 9876543210. Hurry!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Secure it now at http://techsafe-guard.com or call 1-800-555-0123 immediately to avoid data loss!"
"fraud","Investment Scams","Urgent! Invest now & triple your money in 7 days! Limited spots. Click http://fastprofit-invest.com or call 1-800-555-0123 to secure your future! Hurry!"
"normal","Family","Hey fam, dinner at my place tonight at 6. See ya there!"
"normal","Social","Yo, wanna grab lunch tomorrow? Thinking around noon if you’re free!"
"normal","Family","Hey fam, let’s plan a movie night this Friday. What do u think?"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.bankid-check.com or call 1800-555-1234. Act fast to avoid suspension!"
"normal","Sports","Hey, did you catch the game last night? That final goal was insane!"
"fraud","Emotional Manipulation","Hi Mom, I’m in trouble after a car crash. Need Rs. 10,000 urgently for hospital bills. Please send to http://helpfamily.instantpay.org now. Hurry!"
"normal","Travel","Hey, just a heads-up, I’ve confirmed our hotel booking for the Bali trip. Can’t wait! Let me know if you’ve got any special requests."
"fraud","Tech Support Scam","Urgent: Your device is at risk! Virus detected. Call Tech Support now at 1-800-555-0123 or visit http://fixmytech-secure.net to resolve ASAP!"
"normal","Recreation","Hey, wanna join me for a quick bike ride around the lake tomorrow morning? It’ll be fun!"
"fraud","Phishing","Urgent! Your SBI account is at risk. Verify now to avoid suspension: http://secure.sbi-verifyonline.com or call 1800-555-1234 immediately!"
"normal","Service Inquiry","Hey, do you guys provide home delivery? I’d like to place an order if you do. Thanks!"
"fraud","Job Offer Scam","URGENT JOB OFFER! Earn $800/day from home. No skills needed. Apply now at http://fastcareers-online.net or call 1-800-555-0123. Hurry, spots limited!"
"fraud","Tech Support Scam","Urgent: Your device is at risk! Virus detected. Call Tech Support now at 1-800-555-0199 or click http://fixmydevice-tech.com to secure it immediately!"
"fraud","Investment Scams","Urgent! Invest now & triple your returns in 3 days! Limited spots. Click http://fastwealth-invest.com or call 1800-555-0123 to secure your future!"
"fraud","Subscription Scam","Urgent! Your Netflix subscription is expiring today. Renew now for $9.99 or lose access. Click: http://renew.netflix-secure.org or call 1-800-555-0123!"
"fraud","Job Offer Scam","URGENT! Earn $400/day from home. No skills needed. Apply now before slots fill: http://quickhire.workfast.org or call 1-800-555-1234! Hurry!"
"normal","Recreation","Hey, wanna join me for a quick bike ride this evening? I found a cool route nearby!"
"fraud","Impersonation","Hi, it’s your boss, Mark. Urgent! Need $300 in gift cards for a client. Buy now and send codes to 555-010-1234 or confirm at http://secure.giftpay.org"
"fraud","Identity Theft","Urgent! Your identity is at risk. Verify your details now to avoid account suspension: http://secure.id-protect.in or call 1800-555-0123 immediately!"
"fraud","Emotional Manipulation","Hi Mom, it’s me. I’m in trouble and need $800 for emergency surgery. Please send it now via http://urgenthelp.family-aid.net. Hurry, I’m scared!"
"fraud","Financial Fraud","URGENT: Your account is at risk! Verify now to avoid suspension at http://secure.bankalert-india.com or call 1800-555-1234 immediately!"
"normal","Service Inquiry","Hey, can you tell me if you provide home delivery for orders? Thanks!"
"normal","Education","Hey, just a reminder that our group project is due this Friday. Let’s meet up tomorrow to finalize it!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now: http://fast.loan-secureindia.com or call 9876543210. Don’t miss out!"
"fraud","Tech Support Scam","Urgent! Your device is infected with a virus. Call Tech Support now at 1-800-555-0123 or visit http://fixmydevice-tech.com to secure it! Hurry!"
"normal","Social","Hey, saw your latest pic on Insta, looks amazing! Wanna grab lunch tomorrow?"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.bankverify-india.com or call 1800-555-1234 immediately!"
"normal","Travel","Hey, just booked our tickets to Bali for next week! Super excited. Let me know if u wanna add anything to the plan."
"fraud","Investment Scams","Urgent! Double your investment in 24 hrs! Claim now at http://fastwealth-grow.com or call 1-800-555-1234. Don’t miss out—act fast!"
