"Type","Category","Message"
"normal","Sports","Our volleyball squad spiked their way to a 3-1 victory!"
"normal","Entertainment","Did you see the lineup for the award show? Let’s watch it live!"
"normal","Delivery Update","Hey, your package is heading your way! Should arrive by 5 PM today."
"fraud","Lottery Scam","Congratulations! You’ve won Rs. 4 lakhs in our Star Lottery! Click http://securewin.lottoprize.org to claim before it’s too late!"
"normal","Work Update","Yo, can you review the doc by noon? Need your input ASAP."
"normal","Sports","Dude, let’s play some pickup soccer at the park this evening."
"fraud","Fake Delivery Scam","Urgent: Your DHL delivery is delayed due to incomplete info. Update now at http://dhl-verifyhub.com or risk cancellation!"
"fraud","Service Fraud","Alert! Your mobile service is about to be disconnected. Pay immediately at http://fastpay.telco-secure.net to stay connected!"
"normal","Recreation","How about a board game cafe this Thursday? Sounds fun!"
"fraud","Emotional Manipulation","Mom, I’m heartbroken and stuck. Need $300 to get back home. Use http://safejourney-aid.com. Please save me!"
"normal","Social","Hey, you around later? Thought we could chill for a bit."
"normal","Education","Just finished my project. So relieved! How’s yours going?"
"fraud","Lottery Scam","Winner Alert! Rs. 9 lakhs is yours from our lottery. Claim immediately: http://lotterywin.bonuszone.in Hurry, deadline today!"
"normal","Work Update","Quick note: the office will be closed this Friday for maintenance."
"fraud","Emotional Manipulation","Mom, I’m stranded after a crash! I’m hurt and scared. Please send $400 now via http://emergency-aidnow.com. I need you!"
"normal","Work Update","Just a heads up, the deadline for the proposal is now Thursday."
"fraud","Investment Scams","Last chance! Invest today and earn $10,000 by tomorrow! Visit: http://easywealth-now.com Hurry!"
"fraud","Impersonation","Hi, it’s your manager, Tom. Buy $300 in Walmart gift cards for a client ASAP. Text codes to 555-7890. Don’t wait!"
"fraud","Phishing","Warning! Your Netflix subscription is at risk. Update your details at http://netflix-accountfix.com to prevent cancellation!"
"normal","Entertainment","Hey, saw the teaser for that new rom-com. Looks hilarious! Wanna see it?"
"normal","Delivery Update","Yo, your stuff is on the move! It’ll be there by tomorrow evening."
"normal","Delivery Update","Hi, your package is inbound! It’ll arrive by tomorrow afternoon."
"fraud","Loan Scam","Emergency! Get Rs. 4 lakhs loan instantly. Zero hassle! Click now: http://safeloan.quickapprove.net or lose this chance!"
"fraud","Lottery Scam","Urgent Notice! You’ve won $3,000 in our lottery draw! Claim now at http://lotteryjackpot.quickgrab.co or forfeit your prize!"
"fraud","Fake Delivery Scam","Urgent: Your USPS parcel needs a $1.50 fee to proceed. Pay at http://usps-quickpay.org to prevent cancellation!"
"fraud","Identity Theft","Warning! Your Aadhaar details are at risk. Confirm now at http://secure-aadhaar.in to avoid suspension!"
"normal","Travel","Hey, booked a cute Airbnb in Italy for our vacay. Check it out and let me know!"
"normal","Work Update","Hey, we’ve got a quick sync-up at 11 AM today. Join if you can."
"fraud","Service Fraud","Emergency! Your internet connection is at risk. Pay now at http://protect.netlink-bill.com to prevent suspension!"
"normal","Education","Hey, meet me at the cafeteria after class for notes swap?"
"fraud","Financial Fraud","WARNING: Your bank account is at risk! $650 withdrawn without approval. Click http://secure-accountfix.com to stop further loss!"
"normal","Entertainment","Yo, the latest superhero movie drops tomorrow. You in for a watch party?"
"normal","Family","Dad, can you fix the leaky faucet this week? It’s annoying!"
"fraud","Impersonation","Hey, it’s Anna from Finance. Urgent! Get $400 in Target gift cards for a vendor. Send codes to 555-4567 now!"
"normal","Delivery Update","Hey, your shipment is on the road! Look for it by 7 PM today."
"fraud","Phishing","Emergency! Your Paytm wallet is compromised. Secure it at http://paytm-safetycheck.com before funds are lost!"
"normal","Sports","Yo, did you see that epic basketball game last night? 45-42, what a finish!"
"fraud","Loan Scam","Urgent loan alert! Rs. 5 lakhs waiting for you. No fees! Apply: http://quickloan.trustapply.co or call 9876541234."
"fraud","Fake Delivery Scam","FedEx Warning: Your package is on hold. Update info at http://fedex-securedata.com to avoid cancellation!"
"fraud","Fake Delivery Scam","FedEx Notice: Your shipment is stuck due to missing data. Fix it at http://fedex-updatefix.com now or lose your package!"
"normal","Recreation","Hey, wanna try the new bowling alley this weekend?"
"normal","Family","Hey sis, are you free for a quick chat? Got some news to share."
"normal","Family","Mom, I’ll grab dinner on my way home. Any requests?"
"fraud","Investment Scams","Urgent alert! Triple your savings this week! Invest now at: http://fasttrack-riches.com Hurry up!"
"normal","Service Inquiry","Can I get a detailed bill breakdown for last month?"
"fraud","Financial Fraud","DANGER: Your savings account was accessed! $600 withdrawn. Stop further theft at http://savefunds-secure.com now!"
"normal","Work Update","Just FYI, the report is due by EOD tomorrow. Let me know if you need help."
"fraud","Service Fraud","Danger! Your phone line will be deactivated today. Pay at http://quickfix.telco-bill.net to prevent disconnection!"
"normal","Social","Hey, how was your weekend? Tell me all about it over coffee soon."
"fraud","Lottery Scam","Lucky Winner! Rs. 7 lakhs is yours from our lottery draw. Click now to claim: http://securelotto.prizeclaim.org Hurry up!"
"normal","Service Inquiry","Hi, can you tell me the status of my order?"
"fraud","Fake Delivery Scam","ALERT: Your UPS package is on hold for a $2.99 fee. Pay immediately at http://ups-feeconfirm.net to avoid return!"
"fraud","Identity Theft","Help! Your identity is at risk. Click http://id-securealert.in to verify your PAN card now!"
"normal","Entertainment","Hey, there’s a stand-up comedy show this Saturday. Up for some laughs?"
"normal","Service Inquiry","Hey, my service got disconnected. Can you help?"
"fraud","Subscription Scam","Your Hulu subscription payment failed. Update details or lose access: http://hulu-payment-update.tv"
"normal","Family","Hey bro, game night at my place this weekend. You in?"
"fraud","Service Fraud","Warning! Your internet will be shut down in 24 hours. Pay at http://fastpay.netsecure-bill.com to avoid disruption!"
"normal","Social","Hey, your latest snap was hilarious! Gotta hear the story behind it."
"normal","Social","How’s your week going? Miss chatting with ya, let’s catch up soon!"
"fraud","Tech Support Scam","Urgent! Your device is at risk. Call Tech Support at 1-877-666-5432 now to avoid permanent damage!"
"fraud","Investment Scams","Don’t miss out! 500% returns guaranteed in 10 days! Visit: http://instantwealth-pro.com Today!"
"fraud","Tech Support Scam","Warning! Your phone is infected. Visit http://securetech-help.com to remove the virus immediately!"
"normal","Delivery Update","Hi, your order is en route! Look for it by tomorrow morning."
"normal","Service Inquiry","Is there a warranty on the recent repair work done?"
"normal","Recreation","Hey, wanna join me for a quick jog in the park later?"
"fraud","Financial Fraud","Critical: Unauthorized $400 transaction on your account. Act fast at http://protectmyfunds.com to avoid penalties!"
"fraud","Financial Fraud","ALERT: Your account shows a $700 suspicious debit. Secure it at http://banklock-protect.com before it’s too late!"
"normal","Social","Yo, let’s grab some pizza after work. You in?"
"fraud","Job Offer Scam","JOB ALERT! Earn $500/day from home. Immediate start. No experience required. Apply now: http://fastjobhire.club"
"normal","Sports","Are you free to catch the hockey match tomorrow night?"
"normal","Recreation","Yo, there’s a cool art exhibit downtown. Wanna check it out?"
"fraud","Fake Delivery Scam","DHL Alert: Your package is delayed. Confirm details at http://dhl-fastverify.net or it will be returned tomorrow!"
"normal","Recreation","How about a game night at my place on Friday? Bring snacks!"
"normal","Service Inquiry","Do you have any ongoing promotions or deals?"
"fraud","Job Offer Scam","Urgent Job Offer! Make $2,800/month from home. Slots filling fast. Click: http://homejobsecure.site"
"normal","Travel","Let’s pick a date for our road trip to the mountains. When are you free?"
"fraud","Impersonation","Hi, it’s Mike from IT. Urgent! Buy $200 in Google Play cards for a project. Text codes to 555-6543 now!"
"fraud","Job Offer Scam","HIRING NOW! $400/day working remotely. Don’t miss out! Apply ASAP: http://instantjoboffer.live"
"normal","Travel","Hey, I’ve arrived in Dubai! Heading to the hotel now. Catch up later?"
"normal","Travel","Hey, I’m thinking of a hiking trip in Nepal. You in for some adventure?"
"fraud","Financial Fraud","Final Notice: Unpaid balance of $1,000 risks legal action. Pay now at http://debtclear-now.com or call 1-800-555-0123!"
"normal","Sports","Hey, I’m heading to the tennis court. Wanna join for a quick match?"
"fraud","Subscription Scam","Alert! Your Amazon Prime membership is about to lapse. Update payment: http://prime-secure-renewal.org"
"normal","Work Update","Hi, team lunch is scheduled for 1 PM today. Hope you can make it!"
"fraud","Service Fraud","Alert! Your mobile account is overdue. Pay now at http://secure.telco-renewal.com or risk losing service!"
"normal","Recreation","Let’s plan a camping trip soon. Stars and s’mores!"
"normal","Entertainment","Just heard a killer new song by that band we like. Check it out!"
"fraud","Tech Support Scam","Danger! Your device has been hacked. Call 1-855-444-3210 urgently to protect your personal info!"
"fraud","Job Offer Scam","URGENT! Earn $4,000/month working from home. No skills required. Apply: http://easyhirepro.tech"
"fraud","Subscription Scam","Your Netflix subscription is overdue. Pay now to avoid service cut: http://netflix-pay-today.org"
"fraud","Emotional Manipulation","Grandma, it’s urgent! I’m in jail after a misunderstanding. Bail is $500. Help me at http://bailmeout-fast.com. Please!"
"normal","Entertainment","Hey, there’s a local gig this Friday. Wanna go vibe to some live music?"
"normal","Recreation","Yo, there’s a local band playing tonight. You in?"
"fraud","Phishing","Emergency! Your Visa card is compromised. Verify your identity at http://visa-securealert.com or call 1-888-999-0123 now!"
"fraud","Emotional Manipulation","Grandma, I’m in danger! Need $450 for protection. Send now via http://urgent-safetyfund.com. I’m counting on you!"
"fraud","Investment Scams","Double your money overnight with our exclusive plan! Click here: http://profitboom-x.com Don’t miss out!"
"fraud","Lottery Scam","Wow! You’re the winner of Rs. 8 lakhs in our Mega Lotto! Act fast, claim here: http://prize.lotterysecure.xyz Offer expires soon!"
"normal","Education","Hey, I’m struggling with history notes. Can we study together?"
"fraud","Impersonation","This is the IRS. Your account is flagged for fraud. Resolve now at http://irs-audit-fix.com or face penalties!"
"normal","Education","The prof posted new lecture slides online. Check ’em out!"
"fraud","Lottery Scam","Congrats! You’ve won Rs. 10 lakhs in our Grand Lottery! Claim urgently at http://lotteryjackpot.winfast.co before it’s gone!"
"normal","Family","Mom, just wanted to say I miss you. Can’t wait to see you soon!"
"fraud","Tech Support Scam","Alert! Your device is infected with malware. Call Tech Support at 1-888-999-0123 now to prevent data theft!"
"normal","Recreation","Hey, wanna go hiking this Saturday? The trails are calling!"
"fraud","Fake Delivery Scam","Delivery failed today! Update your details at http://ship-securetrack.com to avoid return of your package!"
"normal","Travel","Hey, wanna plan a quick getaway to Goa? I’m thinking next weekend."
