"Type","Category","Message"
"fraud","Subscription Scam","Hurry! Amazon Prime subscription expiring today. Renew at: http://prime-indiaurgent.com"
"normal","Family","Grandma, I’ll visit you tomorrow with some mithai. See you soon!"
"normal","Sports","Dude, India vs Pakistan match tomorrow. Watch party at mine?"
"fraud","Identity Theft","Critical Alert! Verify your identity at http://id-trustindia.co.in to prevent account freeze!"
"normal","Entertainment","Yo, the new SRK movie trailer dropped! Let’s catch it on release day?"
"normal","Family","Sis, are you free to help with my Hindi project? I’m confused with the grammar."
"normal","Recreation","Wanna try go-karting at EsselWorld on Sunday? It’ll be a blast!"
"fraud","Emotional Manipulation","Mom, I’m in danger! Need Rs. 6,000 to escape a bad situation. Transfer now at http://safety-netindia.com. I’m so scared!"
"normal","Work Update","Hi, need your input on the Chennai project. Can we chat in 30 mins?"
"fraud","Subscription Scam","Spotify payment declined! Update your card to keep your playlists: http://spotify-indiaupdate.com"
"fraud","Job Offer Scam","Urgent Job Alert! Earn ₹50,000/month from home. No skills needed. Apply now: http://easyjobindia.co"
"fraud","Job Offer Scam","Earn ₹40,000/month working remotely! Don’t miss out. Apply today: http://safejobindia.live"
"normal","Work Update","Hi, team huddle at 10 AM tomorrow. Don’t forget, it’s in the Delhi office."
"fraud","Phishing","Critical Alert! Your IDBI Bank card is locked. Unlock now at http://idbi-cardaccess.com or risk losing funds!"
"normal","Social","Yo, let’s plan a trip to Lonavala soon. What say?"
"fraud","Phishing","Critical! Your ICICI Net Banking is compromised. Secure it now at http://icici-safeaccess.com before it’s too late!"
"normal","Social","Saw your pic at the local mela on FB. Had fun? Let’s chat soon!"
"fraud","Lottery Scam","Congrats! You’ve won Rs. 2 lakhs in our Holi Special Draw! Act now at http://holiprize-win.in or lose it!"
"normal","Recreation","Planning a picnic at Sanjay Gandhi National Park. Bring some parathas! You in?"
"fraud","Investment Scams","Urgent alert! Triple your investment overnight! Click: http://speedywealth-india.com Act immediately!"
"fraud","Financial Fraud","You’re eligible for a ₹10,000 loan from SBI! Apply at http://sbi-loaninstant.com before offer ends!"
"normal","Education","Hey, did you get the Economics PDF from Sir? Share na!"
"fraud","Impersonation","Hi, it’s Anil from accounts. Update your KYC for urgent payment at http://kyc-updateindia.com. Don’t delay!"
"normal","Family","Dad, I’ll pick up the groceries from Big Bazaar after work. Send me the list."
"fraud","Investment Scams","Last chance! Invest in our Nifty scheme for 400% returns! Visit: http://profitmax-india.com Now!"
"normal","Delivery Update","Hey, your order is shipped! Expect it to reach by tomorrow evening in Mumbai."
"fraud","Phishing","Alert! Your HDFC credit card is blocked. Reactivate immediately at http://hdfc-cardverify.com or call 1800-555-1234."
"normal","Social","Hey, your Holi pics on Insta are epic! How was the celebration?"
"normal","Delivery Update","Hi, good news! Your order has shipped. Expect delivery by Wednesday in Delhi."
"fraud","Loan Scam","Alert! Rs. 8 lakh loan waiting for you. Apply urgently at http://easyfunds.kotak-secure.co or call 9012345678."
"normal","Entertainment","Yo, there’s a new Bollywood rom-com out this Friday. Wanna watch it at PVR?"
"normal","Sports","Let’s go for a swim at the municipal pool. Free at 7 AM?"
"normal","Education","Hi, library’s open till 8 PM today. Perfect for JEE prep!"
"fraud","Phishing","Alert! Your Bank of Baroda card is at risk. Verify details at http://bob-cardsecure.com to avoid deactivation!"
"normal","Social","Yo, got tickets for the IPL match. You in?"
"normal","Delivery Update","Yo, your package just left our Bangalore hub. It’ll be with you by Friday."
"normal","Delivery Update","Hi, your order is en route to Chennai. Should arrive by tomorrow morning."
"fraud","Identity Theft","Urgent! Your Aadhaar needs validation. Click http://aadhaar-confirm.in or face account freeze!"
"fraud","Fake Delivery Scam","Ecom Express: Urgent! Your delivery is stuck. Confirm details at http://ecom-indiatrack.net or face cancellation!"
"fraud","Service Fraud","Emergency! Your Vodafone plan expires tonight. Renew at http://vodapay-quick.net to stay connected!"
"fraud","Tech Support Scam","Warning! Your device is compromised. Secure it now at http://techsafe-india.com or lose all data! Act fast!"
"fraud","Loan Scam","Instant loan of Rs. 9 lakh at low EMI. Don’t miss! Visit: http://quickloan.icici-approve.in or call 9123456789."
"normal","Work Update","Reminder: safety drill at 2 pm today. Meet at the Gurgaon lobby."
"fraud","Financial Fraud","CRITICAL: Your Canara Bank card is blocked due to fraud. Reactivate at http://canara-unlocknow.com urgently!"
"fraud","Investment Scams","Emergency! Double your money in 48 hours with our RBI-approved plan. Visit: http://rbisafeinvest.net"
"fraud","Investment Scams","Hurry! Invest ₹3000 with our Mumbai-based firm & earn ₹35,000 fast. Go to: http://mumbaimoney.net"
"fraud","Lottery Scam","Urgent! Rs. 12 lakhs lottery prize awaits! Verify at http://lotterysecure.claimfast.co before it’s gone!"
"fraud","Emotional Manipulation","Bhai, I’m stuck in Delhi with no money. Need Rs. 3,000 to get back home. Transfer to http://urgenttravel-help.com. I’m helpless!"
"fraud","Job Offer Scam","HURRY! Work-from-home, ₹600/day. Don’t miss out! Register: http://jobsecureindia.com"
"fraud","Lottery Scam","Shocking News! Rs. 15 lakhs lottery win is yours! Hurry, visit http://bigwin.lotteryindia.org to secure it!"
"fraud","Impersonation","Hi, it’s Raj from office. Need Rs.2000 via UPI for emergency. Send to 9876543210@upi. Call 555-0123 if issue. Please help!"
"fraud","Emotional Manipulation","Aunty, my daughter is sick, and I can’t afford meds. Need Rs. 2,500 urgently. Help via http://childcare-relief.com. Please!"
"normal","Delivery Update","Hey there, your delivery is scheduled for today. Keep an eye out this afternoon!"
"normal","Family","Bro, got any extra rakhi threads? Need one for a friend!"
"normal","Delivery Update","Hey, your shipment is on the move! Likely to reach Hyderabad by Thursday."
"normal","Work Update","Just a nudge, expense claims due by tomorrow. Don’t delay!"
"normal","Education","Yo, let’s meet at the canteen after class for project discussion."
"normal","Social","Are you joining the Holi party at Rohan’s place?"
"fraud","Identity Theft","Emergency! Identity theft alert. Secure your data at http://safe-idguard.in before it’s stolen!"
"fraud","Service Fraud","Critical! Your mobile service is blocked. Restore access at http://mobile-restore.in before it's too late!"
"normal","Entertainment","Yo, the latest Salman Khan movie trailer dropped. Looks epic! Wanna catch it opening day?"
"normal","Family","Mom, I’m bringing samosas for evening tea. See you soon!"
"fraud","Financial Fraud","URGENT: Your Union Bank account will be frozen in 24 hours. Verify at http://unionbank-safety.com to avoid loss!"
"fraud","Tech Support Scam","Warning! System failure imminent. Call 1800-555-6677 to prevent loss of important documents!"
"normal","Recreation","Hi, let’s go for a morning walk at Marine Drive tomorrow. Early start?"
"fraud","Service Fraud","Urgent Notice! Airtel service suspension. Pay at http://airtel-securebill.co.in to reactivate instantly!"
"normal","Travel","Trip to Kerala is on! Can’t wait for the backwaters. You in?"
"fraud","Job Offer Scam","EMERGENCY! Earn ₹35,000/month from home. Slots closing soon. Click: http://indiaquickhire.net"
"fraud","Financial Fraud","ALERT: Unauthorized transaction of ₹45,000 detected on your SBI account! Secure now at http://sbi-safeverify.com or lose funds!"
"fraud","Impersonation","Airtel: Your number will be deactivated tonight. Verify at http://airtel-sim-secure.in or call 98765-43210. Hurry!"
"normal","Travel","Hey, I’m at Chennai airport. Flight to Bangalore in 20 mins. Catch up later!"
"fraud","Lottery Scam","Hurry! Rs. 6 lakhs lottery prize is slipping away! Visit http://fastwin.lotteryhub.net to claim today!"
"fraud","Loan Scam","Last chance! Rs. 5 lakh personal loan waiting. Click now: http://easycredit.loanpro.in before offer expires!"
"fraud","Lottery Scam","Lucky Day! Rs. 4 lakhs prize from Mumbai Lotto! Claim at http://mumbailotto.getprize.in before deadline!"
"normal","Social","Hey, how was your day? Let’s catch up over lassi soon!"
"fraud","Fake Delivery Scam","Blue Dart Emergency: Your shipment is on hold. Pay Rs. 199 at http://bluedart-clearance.in before it’s returned!"
"fraud","Investment Scams","Last slot! Invest ₹3000 for a guaranteed ₹30,000 return by next week. Hurry: http://fastmoney-india.com"
"normal","Service Inquiry","Hi, can you confirm if my gas cylinder booking is scheduled?"
"normal","Travel","Our Rishikesh camping plan is set for this month. Ready for rafting?"
"normal","Service Inquiry","Hi, do you provide doorstep delivery for groceries in Delhi?"
"normal","Travel","Got the bus tickets for Manali. Ready for the snowy adventure?"
"normal","Education","Hey, the fest at DU is next week. Wanna join the team?"
"fraud","Financial Fraud","ATTENTION: Suspicious ₹30,000 charge on your IDBI account. Confirm security at http://idbi-alertverify.com today!"
"normal","Service Inquiry","Hey, do you guys fix laptop issues? My screen is flickering."
"fraud","Fake Delivery Scam","UPS Critical: Delivery failed due to incomplete data. Fix at http://ups-indiafix.com before we return it!"
"fraud","Financial Fraud","EMERGENCY: Your Kotak account shows unusual activity. Lock it at http://kotak-safeguard.com or risk theft!"
"fraud","Phishing","Warning! Your ICICI net banking is compromised. Update at http://icici-safeaccess.com to prevent fraud!"
"normal","Sports","Are you up for a quick kabaddi match with the gang this weekend?"
"normal","Family","Sis, can you help me pick a kurta for the wedding? Thx!"
"fraud","Investment Scams","Quick! Invest ₹1000 & secure ₹10,000 in 3 days. Offer ends tonight! Go to: http://indiarichnow.com"
"fraud","Lottery Scam","Winner! Rs. 7 lakhs from India Lucky Draw! Click http://indialuckydraw.winnow.net to claim by tonight!"
"fraud","Tech Support Scam","Alert! Virus detected on your phone. Call 1800-123-9876 immediately to save your personal files!"
"fraud","Tech Support Scam","Alert! Your device is hacked. Call 1800-222-3344 urgently to secure your Aadhaar-linked data!"
"fraud","Fake Delivery Scam","DHL Urgent: Your parcel is held at customs. Pay Rs. 299 now at http://dhl-indiacustoms.com to avoid return!"
"normal","Recreation","Let’s have a picnic at Sanjay Gandhi National Park this Sunday. You coming?"
"fraud","Loan Scam","Warning! Rs. 6 lakh loan offer ends in 24 hrs. Click: http://cashfast.loanverify.in to secure it now!"
"fraud","Impersonation","ICICI Bank: Suspicious activity detected. Verify identity at http://icici-secure-check.co.in or call 1800-555-1234 now!"
"fraud","Service Fraud","Warning! Your internet pack expires in 1 hr. Recharge at http://netpack-urgent.in to stay online!"
"fraud","Job Offer Scam","ALERT! Earn ₹400/day with no skills. Immediate start. Apply: http://jobnowindia.org"
"normal","Education","Hey, the lecture on Indian History is at 10 AM in Room 203. Be there!"
"fraud","Fake Delivery Scam","Amazon Warning: Order stuck! Clear Rs. 99 fee at http://amazon-indiapay.com to release your delivery today!"
"normal","Education","Reminder: Math quiz tomorrow. Revise those NCERT chapters!"
"normal","Work Update","Reminder: HR session on Diwali leaves tomorrow at 12 pm. Join in!"
"fraud","Financial Fraud","URGENT: Your HDFC account is at risk of suspension. Verify identity at http://hdfc-protectnow.com before it’s too late!"
"fraud","Subscription Scam","Last warning! Your Zee5 subscription will be suspended. Pay now: http://zee5-paymenthub.in"
"normal","Education","Yo, submit your Hindi essay by tonight on the college portal. Hurry!"
"normal","Family","Hey fam, anyone free to help with Holi prep this week?"
"normal","Travel","Hey, booked a cab for our Agra trip. Taj Mahal, here we come!"
"fraud","Lottery Scam","Winner Alert! Rs. 11 lakhs from Delhi Draw! Secure at http://delhidraw.claimnow.in or lose it forever!"
"fraud","Loan Scam","Pre-approved! Rs. 4 lakh loan for you. Act fast at http://moneyexpress.loanindia.co before it’s too late!"
"normal","Entertainment","Hey, got tickets for the Sunburn fest in Goa. You coming or what?"
"fraud","Job Offer Scam","DREAM JOB! ₹50,000/month from home. Act now before it’s gone: http://fasttrackindia.net"
"fraud","Phishing","Critical! Your Punjab National Bank account needs verification. Click http://pnb-securelink.com or face suspension!"
