Label,Type,Text
fraud,Emotional Manipulation,"Hi Mom, it’s me. I’m in trouble and need $800 for emergency surgery. Please send it now via http://urgenthelp.family-aid.net. Hurry, I’m scared!"
fraud,Financial Fraud,URGENT: Your account is at risk! Verify now to avoid suspension at http://secure.bankalert-india.com or call 1800-555-1234 immediately!
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now: http://fast.loan-secureindia.com or call 9876543210. Don’t miss out!
fraud,Investment Scams,Urgent! Double your investment in 24 hrs! Claim now at http://fastwealth-grow.com or call 1-800-555-1234. Don’t miss out—act fast!
fraud,Identity Theft,Urgent! Your bank account is at risk. Verify your identity now at http://secure.bank-idconfirm.in or call 1800-987-6543. Act fast to avoid suspension!
fraud,Emotional Manipulation,"Hi Mom, it’s me. I’m in trouble and need $800 for emergency surgery. Please send it now via http://urgentcare-help24.com. I’m scared, help!"
fraud,Job Offer Scam,"URGENT! Dream job awaits! Earn $800/day from home. No exp needed. Apply now: http://fastcareers-online.com or call 1-800-555-0123. Hurry, spots limited!"
fraud,Fake Delivery Scam,Urgent: Your package delivery failed due to an unpaid fee. Pay $3.99 now at http://verify.usps-tracknow.com or call 1-800-555-0123 to avoid cancellation!
fraud,Impersonation,"Hi, it’s your boss, Mark. Urgent: Need $1000 in gift cards for a client. Buy now and send codes to 555-0123 or click http://urgent.giftcardpay.net ASAP!"
fraud,Identity Theft,Urgent! Your identity is at risk. Verify your details now to prevent theft: http://secure.id-protect247.com or call 1800-555-0123 immediately!
fraud,Phishing,Urgent! Unusual activity detected on your HDFC account. Secure it now at http://hdfc-secure-login.com or call 1800-123-4567 immediately!
normal,Sports,"Hey, wanna catch the football game tonight? It’s gonna be epic!"
normal,Sports,"Hey, did you catch the match last night? That last goal was insane!"
fraud,Subscription Scam,Urgent! Your Amazon Prime subscription payment failed. Update now to avoid cancellation: http://secure.amazon-verify.net or call 1-800-555-0123.
normal,Service Inquiry,"Hey, are your services available in my area? I’d like to know more. Thanks!"
fraud,Identity Theft,Urgent! Your bank account is at risk. Verify your identity now at http://secure.bank-protect.net or call 1800-555-0123. Don’t lose your savings!
normal,Entertainment,"Hey, did you catch the new season of [TV show]? It’s so good! Let me know if you’re up for a watch party this weekend!"
normal,Family,"Hey fam, let’s catch up this weekend at my place. See you all there!"
fraud,Investment Scams,Urgent! Invest now & triple your money in 7 days! Limited slots. Click http://fastprofit-invest.com or call 1-800-555-0123 to secure your spot! Hurry!
normal,Sports,"Hey, did u catch the game last night? Epic comeback by our team! 🏀"
fraud,Lottery Scam,"Congrats! You've won Rs. 5 lakhs in our lottery draw! Claim now at http://claim.lotterywinners.org or call 1800-555-1234. Hurry, offer expires today!"
fraud,Lottery Scam,"Congrats! You've won Rs. 5 lakhs in our lottery draw! Claim now at http://claim.lottery-rewards.org or call 9876543210. Hurry, offer expires today!"
fraud,Phishing,Urgent! Your HDFC account has suspicious activity. Secure it now at http://verify.hdfc-securesite.com or call 1800-555-1234. Act fast!
fraud,Fake Delivery Scam,Urgent: Your FedEx delivery is on hold due to a payment error. Resolve now at http://fedex-secure-update.com or call 1-800-555-0123 to avoid cancellation!
fraud,Job Offer Scam,URGENT JOB ALERT! Earn $400/day from home. No skills needed. Apply now or miss out: http://quickhire.jobsfast.org Call 1-800-555-0123 ASAP!
fraud,Emotional Manipulation,"Hi Mom, I’m in trouble! I’ve been in an accident and need urgent help. Please send Rs. 10,000 now via http://emergency-help24.com. Hurry!"
normal,Education,"Hey, just a heads-up, the lecture is rescheduled to tomorrow at 2 PM. See you there!"
normal,Family,"Hey fam, I’ll be home around 6. Can someone start dinner? Thanks!"
fraud,Emotional Manipulation,"Hey, it’s your nephew. I’m in a crisis and need Rs. 10,000 for emergency surgery. Please help urgently at http://helpfamily.instant-aid.org!"
fraud,Subscription Scam,"Your Amazon Prime subscription is expiring today! Renew now for just $12.99 or lose access: http://renew.prime-membership.org Urgent, act fast!"
normal,Service Inquiry,"Hey, just wanted to check if you provide home delivery for your products? Let me know! Thanks!"
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs instantly. Low EMI! Apply before offer expires: http://fast.loan-secureindia.co or call 9876543210 now! Hurry!
fraud,Job Offer Scam,"URGENT! Dream job offer: Earn $800/day from home. No skills needed. Apply now at http://quickhire.jobsfast.org or call 1-800-555-0123. Hurry, limited spots!"
normal,Travel,"Hey, just a heads-up, I’ve confirmed our hotel booking for the Dubai trip. Can’t wait! Let me know if you need any details."
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs instantly. Limited offer! Click now: http://fast.loan-secure-approval.in or call 9876543210. Don’t miss out!
fraud,Investment Scams,Urgent! Invest now & triple your money in 24hrs! Limited spots. Click http://fastprofit-invest.com or call 1-800-555-0123 to secure your future! Hurry!
fraud,Subscription Scam,Your Amazon Prime subscription is expiring today! Renew now for $12.99 to avoid cancellation: http://secure.prime-renewal.org Urgent! Act fast!
fraud,Impersonation,"Hi, it’s John from HR. Urgent: Verify your payroll details to avoid salary delay. Click now: http://secure.payroll-update.org or call 1800-555-0123."
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs instantly. Limited offer! Click now: http://fast.loan-approve.indiafin.com or call 9876543210. Don’t miss out!
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it expires: http://claim.lotto-rewards.org or call 1800-555-1234. Hurry!
normal,Work Update,"Hey team, just a heads-up, the client call is now at 11 am tomorrow. See you there!"
fraud,Tech Support Scam,Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0123 or visit http://safe.techfixnow.org to secure it before it's too late!
fraud,Emotional Manipulation,"Hi Uncle, it’s me, Ravi. I’m in a terrible situation and need Rs. 10,000 urgently for an emergency. Please send to http://helpfamily.instant-aid.org now!"
normal,Entertainment,"Hey, the new action movie drops this weekend. Wanna catch it together on Saturday?"
normal,Work Update,"Hey, just a heads-up, our team meeting is now at 10 AM tomorrow. See you there!"
normal,Family,"Hey fam, let’s meet up for pizza this Friday night. Can’t wait to see you all!"
normal,Recreation,"Hey, wanna join me for a quick bike ride this evening? There’s a cool route by the lake!"
normal,Sports,"Hey, are you watching the football match tonight? Should be a close one!"
fraud,Phishing,Urgent: Suspicious activity detected on your account. Secure it now at http://safe.bankverify-online.com or call 1-800-555-0123 immediately!
fraud,Service Fraud,Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.bankalert-india.com or call 1800-987-6543 immediately!
fraud,Fake Delivery Scam,Urgent: Your package is held at customs due to a missing fee. Pay now to avoid cancellation: http://delivery.customs-clearance.net or call 1-800-555-0123.
normal,Education,"Hey, just a reminder—our group project is due on Friday. Let’s meet up tomorrow to finalize it!"
fraud,Financial Fraud,URGENT: Unusual activity detected on your account. Confirm your identity now at http://secure.bank-alerts.com or call 1-800-555-0123 to avoid suspension!
fraud,Impersonation,"Hi, it’s John, your manager. Urgent: Need $300 in gift cards for a client now. Send codes ASAP or call 1-800-555-0123. Verify at http://secure.giftpay.org"
normal,Education,"Hey, class is canceled today. Check the portal for updates on the new schedule."
fraud,Financial Fraud,URGENT: Your account shows a suspicious charge of $750. Verify now to avoid closure at http://secure.bank-alerts.com or call 1-800-555-0123!
fraud,Financial Fraud,Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.indbank-check.com or call 1800-555-0123. Act fast!
normal,Service Inquiry,"Hey, do you provide home delivery for orders? I’d like to place one if possible. Let me know!"
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our lottery! Claim urgently at http://claim.lottery-rewards.org or call 9876543210. Don't miss out!
fraud,Financial Fraud,Urgent! Your bank account is at risk. Verify your details now to avoid suspension: http://secure.bankalert-india.com or call 1800-555-1234!
normal,Entertainment,"Hey, have you seen the trailer for that new action flick? Let’s catch it this weekend if you’re free!"
normal,Family,"Hey fam, let’s plan a movie night this weekend. What do ya think?"
fraud,Subscription Scam,Urgent: Your Hulu subscription payment failed! Update now to avoid cancellation: http://verify.hulu-account.com or call 1-800-555-0123. Act fast!
fraud,Identity Theft,Urgent! Your identity is at risk. Verify your details now to avoid account suspension: http://secure.id-protect.in or call 1800-555-1234 immediately!
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs today. Low EMI! Click now: http://fast.loan-secure.indiafunds.co or call 9876543210. Don't miss out!
fraud,Phishing,Urgent: Suspicious activity detected on your HDFC account! Secure it now at http://hdfc-securelogin.com or call 1800-123-4567 immediately!
fraud,Job Offer Scam,"URGENT! Earn $400/day from home. No skills needed. Secure your spot now at http://join.fastcareers.org or call 1-800-555-0123. Hurry, limited slots!"
fraud,Investment Scams,Urgent! Invest now and triple your savings in 7 days! Limited spots. Click http://fastwealth-invest.com or call 1800-555-0123 to secure your future!
fraud,Subscription Scam,Your Prime subscription is expiring today! Renew now for $9.99 or lose access. Click to secure: http://renew.prime-membership.org Urgent!
fraud,Tech Support Scam,Urgent: Your device is at risk! Virus detected. Click http://techfix-support247.com or call 1-800-555-0123 now to secure it before it's too late!
fraud,Impersonation,"Hi, it’s your boss. Urgent: I need $300 in gift cards for a client. Buy now and send codes to 555-0123 or click http://giftcard.urgentpay.org ASAP!"
fraud,Tech Support Scam,Urgent! Your device is at risk of a virus. Click http://techsafe-guard.com to secure it now or call 1-800-555-0192 for immediate help! Act fast!
fraud,Investment Scams,Urgent! Invest now & triple your money in 48hrs with our exclusive plan. Don’t miss out! Click http://fastwealth-grow.com or call 1800-555-0123 today!
fraud,Investment Scams,Urgent! Double your investment in 24hrs! Claim now at http://fastwealth-india.com or miss out forever. Call 9876543210 for details! Hurry!
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our lottery draw! Claim now before it expires: http://win.lottery-prize.org or call 1800-555-1234. Hurry!
normal,Education,"Hey, don’t forget the parent-teacher meeting tomorrow at 3 PM. See you there!"
normal,Work Update,"Hey, just a heads-up, the team meeting is rescheduled to tomorrow at 3 PM. See you there!"
fraud,Job Offer Scam,URGENT! Earn $400/day with our remote job offer. No exp needed. Apply now or miss out: http://quickhire.workfast.org Call 555-0123 for details!
fraud,Fake Delivery Scam,USPS Alert: Your package is delayed due to an unpaid fee. Update details urgently at http://usps-track-secure.com/pay or call 1-800-555-0123 now!
fraud,Fake Delivery Scam,USPS Alert: Your package delivery failed due to an address error. Update now to avoid return: http://usps-securefix.com or call 1-800-555-0123 urgently!
fraud,Fake Delivery Scam,USPS Alert: Your package delivery failed due to unpaid fees. Pay $3.99 now to avoid return. Click: http://usps-securepay.org or call 1-800-555-1234 urgently!
fraud,Phishing,Urgent: Suspicious activity detected on your HDFC account. Secure it now at http://hdfc-securelogin.com or call 1800-123-4567 immediately!
fraud,Subscription Scam,Urgent! Your Spotify subscription payment failed. Update now to avoid cancellation: http://secure.spotify-renewal.org or call 1-800-555-0123. Hurry!
fraud,Subscription Scam,Your Prime subscription is expiring today! Avoid cancellation by updating payment at http://verify.prime-renewal.org or call 1-800-555-0123 now!
fraud,Phishing,Urgent! Your bank account is at risk due to unusual activity. Secure it now at http://verify.sbi-safeaccess.com or call 1800-555-1234 immediately!
fraud,Emotional Manipulation,"Grandma, I’m in trouble! Had an accident, need $800 for hospital bills urgently. Please send via http://urgent.family-help.net. Help me, I’m scared!"
